SHIPMENT DATE,S/ZIP,Lat,Long,C/ZIP,Lat,Long,PIECES,WEIGHT,EQUIPMENT,BILLED,C/ZIP3,FedEx Zone,Origin Facility,Distance/Miles,$ / Mile
11-23-2020,17601,41.33275,-77.023601,7073,40.653502,-74.26058,1,1130,LTL,215.11,70,2,Lancaster,152, $1.42 
02-16-2021,17601,41.43664,-77.03435,7073,40.665552,-74.26768,1,1268,LTL,225.84,70,2,Lancaster,154, $1.47 
03-23-2021,17601,41.104021,-76.73831,7073,40.695552,-74.22856,1,1560,LTL,227.64,70,2,Lancaster,134, $1.70 
12-23-2020,17601,41.220635,-77.618532,7073,40.653189,-74.19158,1,1660,LTL,282.17,70,2,Lancaster,183, $1.54 
05-11-2021,17601,41.239382,-76.53935,7073,40.665651,-74.299692,1,2445,LTL,251.24,70,2,Lancaster,123, $2.04 
11-24-2020,17601,41.36958,-77.38615,7073,40.673102,-74.22834,1,2458,LTL,248.07,70,2,Lancaster,171, $1.45 
02-24-2021,17601,41.096505,-76.84924,7073,40.664351,-74.573051,2,450,LTL,202.37,70,2,Lancaster,123, $1.65 
11-10-2020,17601,41.290924,-77.92124,7073,40.729234,-74.032506,2,1289,LTL,228.2,70,2,Lancaster,206, $1.11 
03-08-2021,17601,41.187424,-77.372827,7073,40.721602,-74.04703,2,3250,LTL,294.03,70,2,Lancaster,176, $1.67 
04-17-2020,17601,41.254974,-76.681186,7073,40.73276,-74.075485,4,4226,LTL,306.74,70,2,Lancaster,141, $2.18 
02-11-2021,17601,40.856105,-76.77124,7073,40.716452,-74.07253,6,3023,LTL,367.01,70,2,Lancaster,142, $2.59 
05-08-2020,17601,41.117517,-77.00557,7075,40.748001,-74.04943,1,1085,LTL,142.05,70,2,Lancaster,156, $0.91 
05-21-2020,17601,40.739459,-77.23037,7083,40.905639,-74.1199,1,232,LTL,223.95,70,2,Lancaster,163, $1.37 
01-21-2020,17601,40.768922,-77.17854,7083,40.933943,-74.11671,1,2422,LTL,320.08,70,2,Lancaster,160, $2.00 
05-01-2020,17601,41.241255,-76.37738,7090,41.026747,-74.29742,3,5842,LTL,473.76,70,2,Lancaster,109, $4.34 
02-05-2020,17601,41.013364,-76.43982,7105,40.99948,-74.28807,5,3104,LTL,347.23,71,2,Lancaster,112, $3.09 
04-01-2020,17601,40.916126,-76.43888,7111,40.990032,-74.31023,2,1728,LTL,281.91,71,2,Lancaster,111, $2.54 
08-18-2020,17601,40.985594,-76.63449,7201,40.916165,-74.17129,9,3253,LTL,381.51,72,2,Lancaster,129, $2.97 
07-29-2020,17601,40.967437,-76.604896,7302,40.930398,-74.15829,1,834,LTL,392.64,73,2,Lancaster,128, $3.07 
06-09-2020,17601,40.720016,-76.73738,7405,40.853723,-74.05987,1,408,LTL,392.54,74,2,Lancaster,140, $2.80 
06-16-2020,17601,40.848885,-76.53547,7410,40.923748,-73.99879,1,492,LTL,242.54,74,2,Lancaster,133, $1.83 
02-04-2021,17601,40.769908,-76.49366,7410,40.971956,-73.96166,1,682,LTL,225.57,74,2,Lancaster,133, $1.70 
06-04-2021,17601,40.761179,-76.94339,7410,40.942074,-73.96504,1,2609,LTL,260.75,74,2,Lancaster,156, $1.67 
04-21-2021,17601,40.889632,-76.664574,7410,40.955603,-73.96044,4,666,LTL,202.84,74,2,Lancaster,141, $1.44 
04-02-2021,17601,40.900777,-77.15522,7410,40.945173,-73.99342,5,825,LTL,0,74,2,Lancaster,165, $-   
06-28-2021,17601,40.690647,-76.80513,7410,40.97514,-74.02725,10,1800,LTL,236.46,74,2,Lancaster,147, $1.61 
01-29-2020,17601,40.834408,-76.835439,7424,41.009414,-73.94849,1,776,LTL,324.77,74,2,Lancaster,151, $2.15 
04-23-2021,17601,40.80436,-76.46387,7430,40.947107,-74.07047,1,160,LTL,230.28,74,2,Lancaster,125, $1.84 
07-13-2020,17601,40.802232,-76.96291,7432,41.034672,-74.04065,1,970,LTL,322.75,74,2,Lancaster,153, $2.10 
01-25-2021,17601,40.792365,-76.47131,7442,40.92169,-73.96482,2,1431,LTL,225.39,74,2,Lancaster,131, $1.72 
03-24-2021,17601,40.88358,-77.19808,7442,40.99904,-74.03291,5,825,LTL,206.71,74,2,Lancaster,165, $1.25 
02-24-2021,17601,40.706213,-76.5997,7480,40.435961,-74.23734,3,5598,LTL,357.39,74,2,Lancaster,125, $2.85 
06-25-2021,17601,40.965348,-76.9139,7601,40.318115,-74.01239,4,1180,LTL,324.72,76,2,Lancaster,159, $2.05 
07-29-2020,17601,41.020062,-76.438413,7608,40.302718,-74.24928,1,410,LTL,204.97,76,2,Lancaster,125, $1.64 
02-24-2020,17601,40.769941,-76.43928,7608,40.889166,-74.55462,1,461,LTL,197.95,76,2,Lancaster,99, $2.00 
02-06-2020,17601,40.714443,-77.34934,7608,40.867331,-74.578269,1,620,LTL,201.18,76,2,Lancaster,145, $1.38 
03-12-2021,17601,40.799235,-77.03834,7608,40.878785,-74.60098,1,662,LTL,202.91,76,2,Lancaster,128, $1.59 
11-12-2020,17601,40.762675,-77.07752,7608,40.867331,-74.578269,1,682,LTL,253.07,76,2,Lancaster,131, $1.93 
12-16-2020,17601,40.928666,-77.05294,7608,41.162053,-74.580886,1,685,LTL,204.39,76,2,Lancaster,130, $1.57 
07-09-2021,17601,40.879182,-77.17437,7608,40.869648,-74.849661,1,703,LTL,236.86,76,2,Lancaster,121, $1.95 
09-29-2020,17601,41.142069,-76.51679,7608,40.966308,-74.74298,1,713,LTL,200.34,76,2,Lancaster,93, $2.15 
04-07-2021,17601,41.010754,-76.83647,7608,41.139545,-74.6993,1,739,LTL,246.46,76,2,Lancaster,112, $2.21 
07-06-2020,17601,40.964676,-76.85724,7608,40.82383,-75.04585,1,816,LTL,427.17,76,2,Lancaster,95, $4.49 
02-27-2020,17601,40.797899,-76.41898,7608,40.96035,-74.96243,1,836,LTL,218.62,76,2,Lancaster,77, $2.84 
09-15-2020,17601,40.694161,-77.00629,7608,41.177457,-74.75904,1,988,LTL,204.09,76,2,Lancaster,122, $1.67 
02-17-2021,17601,40.880509,-76.985,7608,41.300062,-74.76058,1,1254,LTL,225.84,76,2,Lancaster,119, $1.89 
04-22-2021,17601,41.047295,-76.91245,7608,40.878198,-74.73875,1,1486,LTL,227.28,76,2,Lancaster,114, $1.99 
02-24-2021,17601,40.899361,-76.78947,7608,40.84335,-74.985914,1,1496,LTL,226.2,76,2,Lancaster,94, $2.40 
03-11-2020,17601,41.042106,-76.424297,7608,40.723778,-74.81866,1,2410,LTL,311.36,76,2,Lancaster,87, $3.59 
02-04-2020,17601,41.11533,-76.39923,7608,40.739382,-74.944756,2,170,LTL,232.48,76,2,Lancaster,80, $2.90 
01-08-2020,17601,40.839093,-76.62615,7608,40.92976,-75.06193,2,695,LTL,211.46,76,2,Lancaster,82, $2.58 
03-05-2020,17601,40.770921,-77.08455,7608,40.895451,-75.06752,2,1568,LTL,273.36,76,2,Lancaster,106, $2.58 
06-04-2020,17601,40.860555,-77.0582,7608,40.886149,-74.48704,2,2088,LTL,269.35,76,2,Lancaster,134, $2.00 
12-14-2020,17601,40.696064,-76.90271,7608,40.84405,-74.70134,2,2854,LTL,325.38,76,2,Lancaster,116, $2.81 
04-21-2021,17601,40.9921,-76.78654,7608,41.12831,-74.678956,2,2864,LTL,273.61,76,2,Lancaster,110, $2.48 
05-06-2021,17601,40.791328,-76.56393,7608,40.886474,-74.90089,2,3682,LTL,317.64,76,2,Lancaster,87, $3.64 
10-21-2020,17601,40.708236,-76.68758,7608,41.12831,-74.678956,3,4195,LTL,327.54,76,2,Lancaster,109, $3.01 
05-06-2020,17601,40.956916,-76.63116,7608,40.861748,-74.83054,4,4254,LTL,405.84,76,2,Lancaster,94, $4.31 
11-10-2020,17601,40.812047,-76.86138,7608,40.863567,-74.869538,5,10472,LTL,684.15,76,2,Lancaster,104, $6.57 
12-02-2020,17601,40.784453,-76.56417,7620,40.919658,-74.984628,2,4586,LTL,468.62,76,2,Lancaster,83, $5.64 
10-20-2020,17601,40.845896,-76.82241,7631,40.876349,-74.65769,1,774,LTL,294.04,76,2,Lancaster,113, $2.60 
10-15-2020,17601,40.87897,-76.667267,7631,40.788599,-74.78295,7,4555,LTL,497.84,76,2,Lancaster,99, $5.04 
09-09-2020,17601,41.170314,-76.33154,7631,41.12831,-74.678956,14,3178,LTL,425.59,76,2,Lancaster,86, $4.95 
04-26-2021,17601,40.978059,-77.08184,7652,40.872866,-74.47843,1,1000,LTL,440.74,76,2,Lancaster,136, $3.24 
01-23-2020,17601,40.780982,-76.67105,7657,40.753753,-74.99617,1,481,LTL,232.86,76,2,Lancaster,88, $2.66 
07-20-2020,17601,40.801614,-77.20537,7657,40.913298,-74.58246,25,9692,LTL,830.95,76,2,Lancaster,137, $6.05 
08-20-2020,17601,40.978059,-77.08184,7663,40.6789,-74.57039,1,342,LTL,279.91,76,2,Lancaster,133, $2.11 
10-08-2020,17601,41.052616,-76.67506,7663,40.652301,-74.653,1,468,LTL,200.27,76,2,Lancaster,109, $1.83 
08-05-2020,17601,40.851747,-77.31213,7663,40.675112,-74.43459,1,496,LTL,203.88,76,2,Lancaster,151, $1.35 
10-16-2020,17601,41.017937,-76.86828,7663,40.72344,-74.57753,1,521,LTL,294.84,76,2,Lancaster,121, $2.43 
10-05-2020,17601,41.07552,-76.87189,7663,40.800353,-74.571785,1,738,LTL,202.04,76,2,Lancaster,122, $1.66 
09-16-2020,17601,40.818443,-76.37737,7663,40.821149,-74.45121,1,742,LTL,202.55,76,2,Lancaster,101, $2.01 
03-18-2020,17601,40.884501,-76.91202,7663,40.7332,-74.39736,1,790,LTL,225.57,76,2,Lancaster,132, $1.71 
06-04-2020,17601,40.68514,-76.2139,7663,40.786549,-74.68799,1,858,LTL,225.48,76,2,Lancaster,80, $2.81 
07-30-2020,17601,40.818731,-76.33997,7663,40.696601,-74.63781,1,1060,LTL,225.62,76,2,Lancaster,89, $2.52 
05-07-2020,17601,40.763568,-76.34824,7663,40.77835,-74.39009,1,1552,LTL,268.84,76,2,Lancaster,102, $2.62 
09-25-2020,17601,40.594185,-76.13162,7663,40.683934,-74.47079,2,1375,LTL,330.03,76,2,Lancaster,87, $3.78 
06-15-2020,17601,40.670753,-76.32397,7663,40.72265,-74.67432,2,1674,LTL,275.97,76,2,Lancaster,86, $3.19 
06-12-2020,17601,40.750666,-76.06899,7663,40.739333,-74.45631,2,1873,LTL,263.18,76,2,Lancaster,84, $3.12 
10-09-2020,17601,40.802567,-76.34017,7663,40.820012,-74.36474,3,3720,LTL,313.34,76,2,Lancaster,103, $3.03 
04-27-2020,17601,40.630557,-76.19448,7663,40.655399,-74.586151,3,4046,LTL,437.18,76,2,Lancaster,84, $5.18 
02-06-2020,17601,40.711162,-76.13678,7663,40.566553,-74.599801,3,4520,LTL,516.22,76,2,Lancaster,81, $6.36 
02-07-2020,17601,40.782361,-76.23232,7663,40.75875,-74.41609,3,7982,LTL,729.32,76,2,Lancaster,95, $7.67 
05-07-2020,17601,40.649109,-76.503339,7663,40.782767,-74.59529,5,9940,LTL,749.64,76,2,Lancaster,100, $7.47 
02-08-2021,17601,40.602141,-76.24143,7663,40.672823,-74.52011,38,12630,LTL,613.58,76,2,Lancaster,90, $6.79 
06-15-2020,17601,40.79872,-76.21547,7721,39.769357,-74.87264,9,17688,LTL,1250.99,77,2,Lancaster,100, $12.47 
11-05-2020,17601,40.793258,-76.28315,7722,39.75196,-74.11074,10,26632,FTL,985,77,2,Lancaster,135, $7.28 
09-23-2020,17601,40.750943,-76.33944,7724,39.779582,-74.9365,1,1386,LTL,364.04,77,2,Lancaster,100, $3.64 
07-28-2021,17601,40.658667,-76.4814,7727,39.784614,-75.05678,1,523,LTL,238.81,77,2,Lancaster,96, $2.48 
02-26-2021,17601,40.677386,-76.62897,7730,40.06834,-74.84463,14,22789,FTL,1010,77,2,Lancaster,103, $9.81 
04-28-2020,17601,40.722587,-76.229623,7731,39.80237,-74.938259,4,3740,LTL,465.18,77,2,Lancaster,93, $4.99 
03-12-2020,17601,40.763048,-76.38158,7753,39.87913,-75.06599,1,396,LTL,202.68,77,2,Lancaster,92, $2.19 
05-03-2021,17601,40.672834,-76.27989,7753,39.985662,-74.83044,1,406,LTL,157.61,77,2,Lancaster,90, $1.75 
07-08-2021,17601,40.777606,-76.37371,7753,39.625291,-74.77705,1,994,LTL,236.86,77,2,Lancaster,116, $2.04 
07-07-2021,17601,40.809063,-76.25805,7753,39.481009,-75.50618,1,1070,LTL,238.81,77,2,Lancaster,100, $2.39 
10-20-2020,17601,40.813869,-76.13737,7753,39.685445,-75.2669,1,1572,LTL,224.04,77,2,Lancaster,90, $2.48 
01-13-2020,17601,40.794162,-76.24258,7753,40.038339,-74.6806,2,1368,LTL,233.04,77,2,Lancaster,97, $2.39 
06-05-2020,17601,40.679479,-76.24495,7753,40.018503,-74.66656,2,3305,LTL,335.79,77,2,Lancaster,95, $3.54 
02-25-2020,17601,40.759814,-76.05513,7753,39.851969,-74.96128,3,426,LTL,200.25,77,2,Lancaster,85, $2.35 
06-25-2021,17601,40.727464,-76.08556,7753,39.866513,-75.03197,3,2886,LTL,334.59,77,2,Lancaster,81, $4.11 
05-12-2021,17601,40.690455,-76.26024,7753,40.029011,-74.88257,3,3327,LTL,288.15,77,2,Lancaster,86, $3.36 
12-01-2020,17601,40.592705,-76.51986,7753,39.967013,-74.80666,6,5919,LTL,351.36,77,2,Lancaster,100, $3.51 
07-17-2020,17601,40.731739,-76.1278,7753,39.85478,-75.03671,8,15976,LTL,1131.85,77,2,Lancaster,84, $13.55 
08-07-2020,17601,40.700548,-75.96098,7753,39.707575,-74.25933,15,5848,LTL,426.93,77,2,Lancaster,113, $3.78 
02-17-2020,17601,40.645057,-76.0785,7840,39.722622,-74.8503,11,2980,LTL,423.79,78,2,Lancaster,91, $4.66 
03-20-2020,17601,40.558488,-76.38129,7853,39.918663,-75.10976,1,1058,LTL,267.96,78,2,Lancaster,80, $3.34 
09-17-2020,17601,40.710899,-76.52368,7866,39.092928,-74.72688,1,278,LTL,200.41,78,2,Lancaster,147, $1.36 
12-22-2020,17601,40.698814,-76.16405,7866,39.401801,-74.38017,1,1334,LTL,224.76,78,2,Lancaster,130, $1.73 
05-29-2020,17601,40.722587,-76.229623,7866,38.963652,-74.92319,1,1395,LTL,234.33,78,2,Lancaster,140, $1.67 
07-13-2021,17601,40.859702,-76.21615,7866,39.471263,-74.502457,2,564,LTL,236.86,78,2,Lancaster,132, $1.80 
08-24-2020,17601,40.63898,-76.60502,7866,39.081754,-74.83658,3,2378,LTL,278.64,78,2,Lancaster,143, $1.95 
08-12-2020,17601,40.718586,-76.19111,7866,38.936896,-74.96526,3,5042,LTL,295.67,78,2,Lancaster,139, $2.12 
08-19-2020,17601,40.614771,-76.19352,7866,39.509208,-74.608557,3,7444,LTL,554.45,78,2,Lancaster,113, $4.89 
01-13-2020,17601,40.696252,-76.23554,7866,39.056521,-74.816619,4,4431,LTL,388.36,78,2,Lancaster,136, $2.86 
02-25-2021,17601,40.820862,-76.20421,7866,39.548049,-74.62171,4,12312,LTL,551.57,78,2,Lancaster,121, $4.55 
11-19-2020,17601,40.632279,-76.64059,7866,39.575273,-74.72103,5,13394,LTL,586.38,78,2,Lancaster,125, $4.69 
10-09-2020,17601,40.560225,-76.19887,7866,39.056521,-74.816619,19,7398,LTL,378.25,78,2,Lancaster,127, $2.97 
09-16-2020,17601,40.584748,-76.55479,7866,39.056521,-74.816619,19,14066,LTL,893.4,78,2,Lancaster,140, $6.37 
11-19-2020,17601,40.632681,-76.39579,7869,39.348616,-74.57387,1,272,LTL,224.22,78,2,Lancaster,131, $1.71 
06-18-2020,17601,40.771111,-76.03747,7869,39.264412,-74.64986,4,5638,LTL,542.26,78,2,Lancaster,127, $4.26 
06-18-2021,17601,40.643634,-76.54562,7921,39.056521,-74.816619,1,1256,LTL,424.24,79,2,Lancaster,143, $2.97 
01-18-2021,17601,40.909697,-76.20494,7927,39.275059,-74.80041,2,1938,LTL,348.68,79,2,Lancaster,135, $2.58 
07-24-2020,17601,40.693376,-75.471156,7927,39.16076,-74.696498,4,6212,LTL,453.91,79,2,Lancaster,114, $4.00 
06-14-2021,17601,40.665597,-75.426247,7928,39.522686,-74.89684,5,580,LTL,232.5,79,2,Lancaster,84, $2.78 
11-19-2020,17601,40.693376,-75.471156,7936,39.553504,-75.16843,3,2970,LTL,249.86,79,2,Lancaster,80, $3.11 
09-18-2020,17601,40.693376,-75.471156,7960,39.572449,-75.0543,2,1948,LTL,224.13,79,2,Lancaster,81, $2.78 
11-10-2020,17601,40.496375,-75.62213,7960,39.285464,-74.99687,6,10549,LTL,600.62,79,2,Lancaster,90, $6.67 
09-14-2020,17601,40.811206,-75.59136,7981,39.25682,-75.06683,1,248,LTL,200.48,79,2,Lancaster,111, $1.81 
07-07-2020,17601,40.863124,-75.19004,7981,39.490774,-74.87045,1,394,LTL,199.03,79,2,Lancaster,96, $2.07 
03-18-2021,17601,40.747742,-75.40078,7981,39.475565,-75.12933,1,616,LTL,206.71,79,2,Lancaster,89, $2.32 
12-08-2020,17601,40.601261,-75.37542,7981,39.458114,-75.29761,1,828,LTL,200.76,79,2,Lancaster,79, $2.54 
11-18-2020,17601,40.693376,-75.471156,7981,39.492265,-75.01887,1,917,LTL,224.22,79,2,Lancaster,86, $2.60 
01-25-2021,17601,40.645665,-75.36926,7981,39.464582,-74.96994,1,1680,LTL,252.28,79,2,Lancaster,84, $2.99 
09-10-2020,17601,40.625444,-75.38831,7981,39.271264,-75.027671,21,8400,LTL,520.93,79,2,Lancaster,95, $5.46 
07-20-2020,17601,40.656498,-75.32938,8010,40.306286,-74.52627,51,33711,FTL,1080,80,2,Lancaster,49, $22.20 
06-03-2021,17601,40.954484,-75.973747,8016,40.162275,-74.475936,17,31007,FTL,950,80,2,Lancaster,96, $9.92 
07-02-2020,17601,40.650883,-75.306102,8033,40.22142,-74.47378,1,1864,LTL,404.84,80,2,Lancaster,53, $7.66 
07-01-2020,17601,40.693376,-75.471156,8033,40.419965,-74.988619,4,6730,LTL,673.35,80,2,Lancaster,32, $21.31 
01-14-2021,17601,40.80116,-75.66158,8034,40.410155,-74.70726,2,2439,LTL,304.63,80,2,Lancaster,57, $5.36 
12-16-2020,17601,40.552042,-75.64919,8034,40.435878,-74.96511,11,19928,LTL,875,80,2,Lancaster,37, $23.76 
09-14-2020,17601,40.657089,-75.47123,8066,40.280531,-74.712018,1,818,LTL,224.22,80,2,Lancaster,48, $4.71 
07-13-2020,17601,40.540398,-75.41501,8081,39.862864,-74.16624,1,846,LTL,398.28,80,2,Lancaster,81, $4.93 
01-20-2021,17601,40.749545,-75.53855,8085,40.000759,-74.24928,1,506,LTL,202.26,80,2,Lancaster,85, $2.37 
01-28-2021,17601,40.508855,-75.40103,8088,40.133754,-74.04123,9,19870,LTL,765.86,80,2,Lancaster,76, $10.05 
04-08-2021,17601,40.671538,-75.5044,8091,40.000759,-74.24928,12,24358,FTL,900,80,2,Lancaster,81, $11.15 
07-15-2021,17601,40.786431,-75.49158,8108,40.434239,-74.40504,3,6316,LTL,404.7,81,2,Lancaster,62, $6.53 
08-11-2020,17601,40.328645,-75.10278,8108,40.516104,-74.39754,6,12493,FTL,825,81,2,Lancaster,39, $21.00 
08-12-2020,17601,40.730182,-75.22349,8110,40.518578,-74.68545,1,1035,LTL,224.13,81,2,Lancaster,32, $7.05 
06-07-2021,17601,40.410224,-75.50845,8205,40.677404,-74.96875,7,12470,LTL,694.03,82,2,Lancaster,34, $20.52 
09-24-2020,17601,40.681798,-75.22082,8360,40.720666,-74.00526,22,42471,FTL,1000,83,2,Lancaster,64, $15.69 
06-19-2020,17601,40.792804,-75.137186,8361,40.780751,-73.977182,1,446,LTL,400.21,83,2,Lancaster,61, $6.59 
10-27-2020,17601,40.693376,-75.471156,8406,40.786387,-73.97709,12,7125,LTL,402.57,84,2,Lancaster,78, $5.13 
06-09-2021,17601,40.681531,-75.26722,8514,40.848764,-73.93496,10,17727,FTL,950,85,2,Lancaster,71, $13.44 
06-22-2020,17601,40.538843,-75.568502,8520,40.813385,-73.93616,1,360,LTL,182.05,85,2,Lancaster,88, $2.08 
05-22-2020,17601,40.533597,-75.49822,8520,40.709677,-74.00365,63,24571,FTL,975,85,2,Lancaster,79, $12.29 
02-22-2021,17601,40.693376,-75.471156,8628,40.750629,-73.989426,25,9000,LTL,475.55,86,2,Lancaster,78, $6.12 
04-28-2020,17601,40.593153,-75.65222,8638,40.751489,-73.990537,1,146,LTL,224.22,86,2,Lancaster,88, $2.55 
03-18-2021,17601,40.651751,-75.49224,8638,40.780751,-73.977182,2,362,LTL,230.65,86,2,Lancaster,80, $2.89 
